svc:4705ae4f-02e7-4b56-85b3-6376c8418841,adhesive tape,,,,"A tape coated on one side with an adhesive mixture that adheres to a surface through the use of light pressure, as distinguished from tape used with adhesive that requires the addition of moisture or another solvent to adhere. The substrate may be cloth, paper, cellophane, cellulose acetate, or other synthetic polymer. Pressure sensitive tapes were first developed in 1845 by Dr. Horace Day using a natural rubber adhesive on strips of cloth for use in medicine). Automobile manufacturers began using masking tapes in 1925. Cellophane tapes were introduced by 3M in 1930."
svc:915ae58b-9d7e-4233-8420-9744a2748e0e,aqueous,,,,"Use to describe materials, solutions, or treatments that involve water."
svc:f317e042-7bf6-43bd-a313-6e35a1e96aba,cloth,,,,"Generally, textile that is woven, felted, knit, pounded, or otherwise made into a flat piece. For textile in the form of continuous strands made from filaments of fiber by reeling, spinning, twisting, or throwing, see ""yarn."""
svc:3d1d4e72-e2d6-4252-ad5d-70a6008055e8,colored pencil,,,,"Pencils with colored cores made from pigmented wax or other compound materials, rather than graphite."
svc:e9fefb5c-2ed2-4dfd-aea0-33a782b1f063,coloring,,,,"The process of adding color, or changing or altering the color of something, whether by penetrating or coating it. For the state of having color, use ""colored (perceived attribute)."""
svc:93c99abc-d368-44f3-8d72-93f62d135e69,consolidation,,,,Stabilizing degraded or weakened areas by introducing or attaching materials capable of holding them together.
svc:896d1743-8bf7-4f16-923a-bd3c89814500,creases,,,,"Crease(condition): Ridges or grooves produced in flexible materials by, for example, folding or pressure against a hard edge. For the parts of something that fold onto themselves, use ""folds."""
svc:497c616b-f884-4862-8a17-149526757145,damage,,,,"Physical injury to a thing, such as impairs its value or usefulness."
svc:7a98d0be-2ac6-4582-acf3-db2a2c9a1c7b,deacidification,,,,"The removal or reduction of acid content by neutralizing the acidic components in a material, often paper, and providing an alkaline buffer to counteract acidic build-up in the future."
svc:72539753-592c-4ad3-81c7-c3317039ed3e,description,,,,"The activity or function of representing in spoken, written, or signed language the attributes or qualities of something or someone."
svc:d110717b-2a8f-44dd-8180-99e3e645f74d,detached,,,,"Refers to objects either that have become separated or disconnected from objects to which they were an integral part, as ticket stubs, or, especially with reference to buildings, that are standing apart with no walls in common with other structures."
svc:44f5d3ff-27d7-453c-8dcb-02eddfaeb212,dimensions,,,,Measurements of the carrier or carriers and/or the container of a resource.
svc:1d28c0c0-22b3-4c43-b757-71da04bfc568,documentation (activity),,,,"The process or function of gathering and recording information, especially to record facts or characteristics or to establish evidence or testimony. For the organizing and controlling of information, use ""information management."" For the records of information, use ""documents."""
svc:032f6d01-f5d8-4100-a230-c78947997537,dog-ears,,,,"An oversize, unfolded corner in a publication caused when a sheet in a pile of paper having a corner turned under is trimmed in the guillotine. After trimming, the corner of the defective sheet extends beyond the trim size of the sheet when the folded corner is then unfolded. The dog ear is often useful in early books in determining the size of the leaf and the sheet because it reveals the size of the untrimmed leaf. 2. The turned-down corner of a leaf. See: DOG EARED ."
svc:ec33177f-d53e-48c6-bec6-891b1cf73706,dry cleaning,,,,"Any of various nonaqueous cleaning methods such as the removal of surface dirt by brushing, using appropriate erasers on paper, or the use of nonaqueous organic solvents on fabrics."
svc:18b83ce3-25e7-43ab-8a87-4ebae0163612,edge,,,,"Refers to the narrow surfaces showing the 'thickness' or smallest dimension, as distinguished from the broad surfaces of thin, flat objects. For ornamental areas of distinct pattern, material, color, or shape around the edge or boundary of something, see ""borders (ornament areas)."""
svc:1cc79b6f-01be-42c1-ab55-0c10483b6cc4,failing,,,,"The inability of a structure, object, or material to maintain its original or expected properties. Failure may occur by numerous pathways such as collapse, rupture, adhesion loss, color loss, and delamination."
svc:89eb55de-74bb-4e84-8025-fe27ade76ff6,flattening,,,,"Making flat, as in removing wrinkles or folds."
svc:b905b63a-47d0-43e4-806f-5f5ceb9c4f86,handmade paper,,,,Paper made without the use of industrial machinery. Paper of this type is often provided with a watermark and frequently exhibits a rough or deckled edge as a by-product of its manufacture
svc:3b468521-6359-4feb-9039-90965c3b1798,(with) heat,,,,Energy in the process of transfer between a system and its surroundings as a result of temperature differences.
svc:602d1a9d-8a26-4ed7-a258-8a5468929758,invisible,,,,"Use to describe things not perceptible by vision under given circumstances. They may become visible under different circumstances, for example through a microscope, by staining, or under different lighting conditions."
svc:afef1a19-b3c6-4ae1-835f-795a46dcfd27,iron-gall ink,,,,"Drawing material prepared by binding carbon particles in gall extract (from an abnormal growth on oak trees), that when applied to paper darkens by oxidation."
svc:df2392bd-3259-4778-8011-c4138fd69955,Japanese paper,,,,"Refers to various types of handmade paper, particularly strong, handmade paper composed of long bast fibers derived from the paper mulberry (Broussonetia papyrifera), the gampi (Wikstroemia canascens) and the mitsumata (Edgeworthia papyrifera). Thin, translucent sheets of Japanese paper are often used as a reinforcing paper and hinges because of their strength, flexibility, and permanence. Specifically for paperlike material made from the pith of the rice paper tree, use ""rice paper."""
svc:77866e40-bb60-4756-99af-56eeca936b8e,Klucel-G,,,,hydroxypropyl cellulose; Klucel® GF
svc:c5312759-f3a1-49f8-bc49-e4c9fd6d8a91,linen,,,,General name for textile woven from the spun fiber of the flax plant.
svc:0eac9923-e892-46c9-b848-d5b83aa533bf,linings,,,,Layer of material used to line the inner side or surface of something to reinforce or protect it.
svc:6d3a056b-9a62-407d-9546-cefeb5610faf,losses,,,,"Irreversible or undesirable change to an object's ideal state. A portion of material or element becomes separated from the whole of the object. Typically noticed when there is an empty space, hole, or damage to a formerly present part of the object."
svc:bf37c1a2-1f95-4230-9ea4-74edfadd1927,loss filling,,,,"Inserting material into a hole, crack, or cavity. In the specific context of mosaic conservation, the application of mortar or other material into an area of loss of the mosaic surface."
svc:0f77e0b1-a75c-4765-9d88-b2fff9ae21b8,mending,,,,"Use generally for the process of making relatively minor repairs to an object, as by darning, patching, or joining pieces back together, without replacing large portions of the object. In the context of book and paper conservation, use specifically for repairs that do not involve the replacement of any of the original material."
svc:d6cf45ad-a83b-4a1b-a37f-b027787c2c8d,methyl cellulose,,,,"Refers to any methylated derivative of cellulose. Methyl cellulose is a white powder that swells in water and is used as a substitute for natural gums, functioning in various commercial contexts as emulsifying, thickening, or sizing agent, lubricant, and suspension aid. In textile and paper conservation, it is used as an adhesive and as a poulticing material for removal of stains."
svc:40f83af1-2484-42ea-9beb-7bd4b82c7dba,mold (fungus),,,,
svc:a946c0a0-0479-43c8-b59b-211177322895,original,,,,"Source works of art or documents from which copies may be made, or works otherwise distinguished in general from reproductions or other types of copies."
svc:7275189b-b087-45c0-a06b-59108df18519,other,,,,
svc:fc647dde-2a7c-41d9-ba33-d8c3470d1664,paper,,,,"Refers generally to all types of thin matted or felted sheets or webs of fiber formed and dried on a fine screen from a pulpy water suspension. The fibers may be animal, such as hair, silk or wool, or mineral, such as asbestos, or synthetic. However most paper is made from cellulosic plant fiber, such as from wood pulp, grass, cotton, linen, and straw."
svc:deafea86-7599-4ce9-bb21-791c7d920d81,parchment,,,,"Translucent or opaque material made from calf, sheep, or goat skin which has been limed, dehaired, scraped, and dried under tension to produce a thin, strong material for writing, bookbinding, or other uses. For finer quality calf parchment, use ""vellum."" The terms parchment and vellum sometimes have been and still are both confused and used interchangeably."
svc:f2ffb4ad-8d5e-4e68-8f54-788542b67ef1,plans,,,,Organized and often detailed proposals that lay out strategies and schemes of action for something to be done.
svc:96ccbc03-1013-4722-a66f-982f9a9e4982,poulticing,,,,"The application of a poultice, which is a substance with a soft, absorbent, or pasty consistency. For cleaning, the poultice is applied to an area in order to draw out a stain or remove other substances in a controlled manner. Poultices are also used in medical applications."
svc:ba36bb81-8115-47b8-883e-f724d035c359,reattaching,,,,The process of rejoining and fixing a part or parts of a whole that have become detached.
svc:75d6a99d-50c1-439c-a6b2-ee5d51becfe2,removing (treatment action),,,,Taking away or getting rid of something.
svc:5b2d378f-1868-4a12-9974-c52c6e89004d,size (material),,,,"Any of various glutinous materials used for filling the pores in surfaces, as of paper, textile, leather, or plaster."
svc:06e0a430-31a5-4871-b1cf-7b24cb576353,solvent,,,,"Any material, usually liquid, having the power of dissolving another material."
svc:5b12f159-aafd-4f4c-b6a4-6bcfb47e1429,tape removal,,,,"The act of removing any material tape with adhesives from an object. Tapes vary from cellophane plastic to fabric and other synthetics, and vary in uses. Removal occurs through various methods, but mainly for the purpose of exhibit, storage, or safety."
svc:306fbedd-34ca-4cf6-85fe-3ba622d0d6d1,testing,,,,"Examining and measuring critically the qualities or abilities of something or someone, often with reference to established standards."
svc:05615321-9496-4355-b6e9-60a7748f5fbc,text,,,,Resource intended to be perceived visually and understood through the use of language in written or spoken form.
svc:ecfac053-6716-4e23-9599-37d04ca7871c,text area,,,,"The area of a page containing the printed, written, or illustrative matter, within the four margins."
svc:a09a4c30-886e-4c2a-afb5-5ea0451cb409,tidelines,,,,"Discolorations appearing as irregular dark lines on paper or board, created by a dried liquid. These lines indicate the limit of liquid migration. The visible lines are dirt transported by the liquid, which is embedded deeply into the paper fibers."
svc:8cdc1588-36fe-4cc1-ab56-c10498bbc69a,vacuum,,,,The use of a vacuum cleaner to clean objects or surfaces by suction.
svc:36ededb5-3dad-4f46-bc4b-d91f3eaf5a14,visible,,,,"Use to describe things perceptible by vision, usually to the unaided eye, but may be under other circumstances, such as through a microscope."
svc:dc449fb0-76ee-459a-b1b2-60ea1fe778f0,visual inspection,,,,"Examination with the naked eye, to distinguish from more technical modes of analysis employing tools or apparatus."
svc:f812c24b-1bf9-4767-a2c2-4e4860ae2b5a,washing (cleaning)),,,,Cleansing with water or other liquid.
svc:b57f4a20-b3a6-44d6-a656-e507a3005f2f,water damage,,,,"Damage caused by water. Usage often refers to water damaged library materials and buildings, and includes but is not limited to flood damage."
svc:6f71c7a3-c6a8-4418-b861-20fa60b24fbb,watercolor (material),,,,
svc:04a9b520-244f-4525-819d-06025295d8b8,Western paper,,,,"Handmade papers made in the western style on a paper mould consisting of fine wires, arranged in parallel to create a laid paper or woven into a screen to create a wove paper."
svc:79766733-f798-45ea-8d42-019c8af730f8,wetting,,,,Causing a liquid to spread over a given surface or to penetrate into a given material.
svc:8841624a-f193-4b9d-a224-534fb7459cbb,wheat starch paste,,,,"Adhesive made from flour containing 70% starch and 12% gluten. It is clear, and reversible with water."
svc:4fad558e-76ea-4f8d-b060-2e730932f267,abbreviated sewing,,,,A general term that describes sewing techniques which are accelerated by leaving out elements of the process of sewing (e.g. multi-section sewing and by-pass sewing).
svc:8ec91991-ff8f-4879-b08f-f9ce9741f960,alum tawed,,,,A skin prepared in an aqueous solution of a double salt of aluminium and potassium sulphates.
svc:b71db8fa-f790-42c7-b7d5-b4fbc4295074,board edge,,,,The flat surface across the thickness of a board created when a board is cut.
svc:42dd68dc-74b9-44a6-a671-1b8fcdd0b170,head,,,,The top of a bound book as placed vertically on a shelf.
svc:717b9726-095f-43ab-b7e8-5da543fede9a,shoulder,,,,The part of the backed joints on the spine of a book which project beyond the thickness of the rest of the bookblock. They can take a variety of shapes according to how the spine is treated.
svc:304ad147-bb0e-41ba-bdfb-b6b305ac55a6,tail,,,,The bottom of a bound book as placed vertically on a shelf.
svc:c6bf36b3-1d02-4dee-a232-57f951e0c732,binding,,,,"The structures and, if present, the covers used to hold together and protect the leaves of a bookblock and which allow them to be opened at the fore-edge"
svc:9acecc44-d175-4d1e-aabf-7970882efede,blind tooling,,,,"Tooling, using implements which are usually hand-held and heated, without the addition of gold leaf, silver leaf, or color; often on leather or cloth"
svc:16d7a2ac-ba36-4690-bc88-2386faf148ab,board attachment,,,,"The means by which boards are attached to bookblocks before the covering material is added, which includes the use of spine lining extensions, endleaves and the covering material itself, all of which will contribute to the attachment of the boards to the bookblock."
svc:25d585d3-336f-4904-bf24-b2ff5f7ce280,boards,,,,"Stiff upper and lower covers of books comprising stiff, thick cardboard or other material, often covered with leather, cloth or another material"
svc:f2e2ea69-8db9-4bad-b771-a72efc5ead8a,bookcloth,,,,"Textile material produced for use in covering book bindings, typically woven cotton or linen subjected to processes to stiffen, color, and pattern it and enhance its durability, such as bleaching, dying, sizing, impregnating, glazing, and embossing."
svc:73ff1221-2e91-47b0-bb80-31b9b4ac5e53,BookKeeper,,,,
svc:bfdeca17-1eea-4145-b7e6-dc63bd8c0856,calcium hydroxide,,,,"Colorless crystal or soft, white, alkaline powder prepared by reacting calcium oxide (lime) with water in a process called slaking. It is used in paints, dehairing hide, medicines, and in conservation for superficial protective treatments thanks to its conversion into calcium carbonate"
svc:7f268558-4748-4e15-8f7e-7ed7123892c0,calf skin,,,,"Leather made of the skin of a calf, used especially for bookbinding"
svc:c9e437f8-1727-4a34-8741-3022225c4267,case binding,,,,Method of bookbinding in which a hard cover is made wholly separate from the book and later is attached to it by gluing the endpapers to the inside of the boards of the case. Introduced in Great Britain in the 1820s.
svc:a8f4e643-1684-499c-8050-c37642da04a8,Cellugel (hydroxy propylcellulose; isopropanol),,,,"[Preservation Solutions, Chicago IL] A brand name for a cellulose ether based mixture sold as a consolidant for leather deteriorated by red rot. Cellugel a mixture of hydroxypropyl cellulose and isopropanol. The solution penetrates leather well and dries quickly without discoloration or surface residues."
svc:47e3901b-1316-4d34-80be-1ddf4766186b,cleaning,,,,"Removing dirt, surface coatings, accretions, discolorations, or other undesired matter from a substrate."
svc:e8b3bf39-2656-4970-9d5c-94eaa2c8c652,cords/thongs,,,,"A material made by twisting together twisted strands of vegetable fibres to provide a material of a thickness suitable for either a sewing support or endband core, the former often being referred to as sewing cords."
svc:7dcde99a-3b10-4ddb-9091-85e846892dae,corners,,,,"The meeting-place of converging sides or edges of a book, forming an angular extremity or projection."
svc:3e94b2cb-2051-4601-bc2a-0e74ae058600,cotton cloth,,,,Textile made from cotton fiber
svc:bec752f3-c694-4e75-b98d-c81ad4e7b019,cover,,,,"There are two types of cover which may typically be found on a book, primary and secondary."
svc:06a00a3d-293e-4331-8c74-1f0004a80908,cover of spine,,,,"The portions of books' outer covers that enclose and protect the back of the text block, usually the part visible as the books stand on a shelf."
svc:c1d8307a-143c-4b3e-b96c-31c93d88276a,covering materials,,,,The material used as the primary or secondary cover of a binding
svc:8dc2f1d1-2c59-4541-937a-cdff2e08a975,decorative paper,,,,"Paper decorated by various means, which might include marbling, stencilling, dyeing, or block printing; to be used for endpapers, wallpaper, wrapping objects, or as a ground for printing or calligraphy."
svc:fab56298-7e2a-4275-9e32-be43f343f5f2,detached leaves,,,,"Sheets, typically of paper or vellum, that were formerly parts of manuscripts or other volumes, but have been disconnected, separated, unattached, or otherwise removed from the volume."
svc:e0acf397-1c94-481a-9d65-1b82f95f5830,deteriorated (deteriorating),,,,"Broadly, the action or process of growing worse or becoming impaired in quality, state, or condition."
svc:b5bf5adb-306f-4ef2-94b8-1b13a275af3b,double (sewing supports),,,,"Sewing supports which consist of two elements of a suitable material (e.g. tanned or alum-tawed skin, cord, etc.) lying side by side across the spine of a bookblock. They are usually sewn by taking the thread between the two elements with straight or linked sewing, but may from the seventeenth century onwards be sewn around as if they were a single sewing support (double sewing support sewn as one), which accelerated the process of sewing whilst preserving the strength of the double slips for the purposes of board attachment."
svc:5bc50df0-363f-44fc-aefc-1de4bd807797,endbands,,,,"Components which are found at the head and tail of the spine of a bookblock, which are either sewn with thread or thongs to the head and/or tail edges of the spine of a bookblock or attached by adhesive only."
svc:e017aabb-ae0d-4634-bcb2-a2c4f9f5dcaa,endpapers,,,,"Endleaves made of paper, often decorated"
svc:0f7f8b42-0ec8-4104-b7cb-36a50a0eed18,extended linings,,,,aat definition for flange fits
svc:caa2e47b-640c-4bde-b3cf-c8b8881bcb82,extended full spine (spine linings),,,,"The lining is cut to the height of, but wider than, the spine, thus creating a lining extension on each side which can be adhered to the board or cover. If the extensions are to be placed against the insides of the boards, the lining extensions will have to be either pierced or split at each sewing support to allow the slips to remain on the outside of the board. Overall linings with the extensions adhered to the outside of the board are a typical of Greek-style and Islamic bindings."
svc:00948a1a-13cd-4748-a7c6-4b0186ec79b8,extended head and tail (spine linings),,,,"A strip of sheet material usually placed across the panel formed between two sewing stations, and occasionally over an individual sewing support, and which extends beyond on both sides the width of the spine, to form lining extensions at each end. Panel transverse linings are almost always found only on bindings with raised sewing supports, with one lining to each panel, whereas sewing support transverse linings will only be found on bindings with recessed sewing supports. On some bindings with widely-spaced sewing supports they can be found used in pairs in which case each should be described separately as they may be made from different materials. The panel transverse lining is one of the most common types of spine lining, and was used in all European countries from the fifteenth to the eighteenth century, though it was much less commonly used in France and Britain than elsewhere, even allowing for a general reluctance in Britain to use spine linings at all. There is a marked difference in the height of the linings within the panels formed by the sewing supports between northern and southern Europe. South of the Alps and in Spain, the linings will generally fill the entire height of the panels in which they are found (full-height transverse spine linings), whereas in Germany and the Low Countries, they are more likely to be much narrower, often filling less than 50% of the height of the panel (narrow transverse spine linings)."
svc:552fb840-468a-4c02-9efe-d46d8a4bcb73,goat skin,,,,The skin of a goat; often tanned as a leather and used in the book and garment trades
svc:70967813-c6be-4519-b284-99108cca249a,gold tooling,,,,"Tooling using implements that are usually hand-held, heated, and pressed onto gold leaf leaving a pattern in gold on a surface"
svc:d5b5ebec-3c9d-4f97-81b0-eb030570dd15,guard,,,,"Strips of paper or cloth, bound in a book and used to attach leaves or plates, or used to repair or reinforce the folds of gatherings"
