"loc:ed1dc69b-b998-45da-ab17-d29850e971f1","felt tipped pen","Pens with points made of porous materials, including or resembling felt, and a reservoir of ink in the handle. They became commercially available during the 1960s. In such pens a synthetic polymer of controlled porosity transfers ink from the reservoir to the writing surface. They are used for lettering, drawing, and writing on a variety of surfaces."
"loc:c61e2f47-ffa6-40da-b648-738a17442d9e","marker","Pens with points made of porous materials, including or resembling felt, and a reservoir of ink in the handle. They became commercially available during the 1960s. In such pens a synthetic polymer of controlled porosity transfers ink from the reservoir to the writing surface. They are used for lettering, drawing, and writing on a variety of surfaces."
"loc:0ab43ae8-6421-4462-92d9-baf439512fbf","engraving","Prints on paper incorporating impressions of a reverse design created on a printing plate, usually copper, into which the design has been incised (engraved) using burins or gravers. Historically, ""engravings"" has sometimes been incorrectly used to refer to all prints, regardless of the specific technique. For prints made from designs engraved on a flat wooden block, use ""wood cuts""; for prints made from a plate that is etched rather than engraved, use ""etchings."""
"loc:60b5b0c5-afaf-4eea-96b7-953338ddfb3d","woodblock","Prints made using the process of woodcut, which is a relief process in which the design is cut into and printed from the plank side of a wood block; distinct from ""wood engraving (process),"" which is a relief process using the grain end of a wood block."
"loc:c0796744-7e9c-4521-9b67-63e22a8ddc57","facing","The process of covering the front surface of something with new material."
"loc:e0c9f3ed-8b17-48bc-9a62-a9c247d022c4","agarose gel","Gelatinous polysaccharide substance extracted from various species of Rhodophyceae red seaweed, that grow in the Pacific and Indian Oceans and the Japan Sea. Agar contains agarose and agaropectin. It is strongly hydrophilic and can absorb over 20 times its own weight in cold water. Agar dissolves in hot water and forms a stiff, clear jelly upon cooling. However, when agar films are desiccated, they shrink significantly. Most commonly used as a media for culturing bacteria and fungi, agar has also been used for sizing textiles and paper, as an emulsifying agent in foodstuffs, photographs, dental mold materials, cosmetics, and adhesives, to make an experimental synthetic gauzelike fabric in England. Agar is available in dried cakes, coarse granules, long strips, and thin sheets. The primary commercial sources for agar are Japan, New Zealand, Australia, Russia, and the United States. According to legend, agar was first discovered in the mid-17th century in Japan."
"loc:b2a7e932-d179-458a-8c00-7ace207a6954","Rhoplex","Acrylic resin emulsion of the Rhom & Haas Company, used in paint, textile finish, and adhesive."
"loc:993c18e0-8fb3-4789-8685-1949406e8edf","suede","Leather finished by buffing on an emery wheel, usually on the flesh side to produce a napped surface. Distinct from ""rough calf"" which is always finished on the flesh side and not polished with an emery wheel."
"loc:d2a385a1-f525-4b9c-83a4-5849c631c845","board edge consolidation","Stabilizing degraded or weakened areas by introducing or attaching materials capable of holding them together.                                                                     The flat surface across the thickness of a board created when a board is cut. To avoid confusion, the word 'edge' should not be used to describe the area around the perimeter of the internal or external surface of a board, which should be described as the border.
 "
"loc:8504f8fd-f834-4fb9-8636-e6e0b0bf17bb","media consolidation","Stabilizing degraded or weakened areas by introducing or attaching materials capable of holding them together."
"loc:63b7ad04-90ad-4410-964e-114429e14897","silk","Textile made from silk fiber, which is a fiber derived from the cocoon of the silkworm moth"
"loc:fd0dcd79-f862-4a87-93ce-17277abfe83a","disbinding","The process of removing sections of gathered matter from within a binding with the intention that they stand alone thereafter. Where the gathered matter has been removed from the binding in preparation for rebinding in a different form, use ""pulling (dismantling)."" Where the gathered matter has been collated but never bound, for example a book in sheets, signatures, or gatherings, use ""unbound."""
"loc:27a2f7a6-c9ed-42b2-bf1c-d3218ff35709","lining removal","Pieces of material adhered to the back of a text block                                                                                                                                                   prior to casing-in, or used to line the inside of the cover                                                                                                                                                along the spine."
"loc:18738fbd-b109-4b9b-9c90-64e83b194673","edge coloring","In bookbinding, the process of gilding, coloring, tooling, painting, printing, or other by other means coating or marking one or more edges of a book."
"loc:4fb0f637-22e5-40d7-aada-e40f9f08877d","amatl","Paper made from the bark of the amate, a Central American timber tree."
"loc:4d97c66a-6fea-463c-ad66-d60c0e2f076e","gold stamping","Application of foil to a surface by use of heat and a die, in order to cover or to create a design or printing on the surface."
"loc:c16d35e3-d869-46c8-9ab9-f3ba9c18fb39","EDTA","Strong chelating agent used to sequester and remove metallic salts. A colorless crystalline compound, EDTA is used in medicine as an anticoagulant; stabilizes bleach in detergents; is used in conservation to clean stains from stone."
"loc:a9b48f6a-223a-494c-98a0-74c85cd182a6","magnesium bicarbonate","A water-soluble compound created by bubbling carbon dioxide through a suspension of magnesium carbonate in water. In conservation, magnesium bicarbonate solutions are used for deacidifcation of paper."
"loc:51a0aac3-9597-4ac2-a387-be99c8a3d038","B-72","Trademarked commercial name for a synthetic thermal plastic resin that does not embrittle or discolor over time, having a liquid density of 8.3 pounds per gallon, a flash point of 60 degrees Fahrenheit, and a viscosity of 3700-6200 cps. It is widely used in conservation treatments, and in clear and pigmented coatings, aerosols, printing inks, product finishes, and specification lacquers. Formerly called Acryloid B-72 (TM) in the United States."
"loc:84bca2bb-0d13-4d55-884f-4cbb7b78025f","DMF","Colorless, toxic liquid derived from the amide of formic acid. It is used as a solvent for a wide variety of organic and inorganic compounds including most synthetic and natural resins."
"loc:832a6f76-36dc-4521-bd8f-ed5ce99855e3","gold","Pure metallic element having symbol Au and atomic number 79; a soft, inert, shiny reddish yellow metal that is very malleable and ductile. Gold has been highly valued and found in artifacts dating to before 5000 BCE. Native gold, found in quartz veins (vein gold) and alluvial deposits (placer gold), generally contains some silver and copper. Gold is purified by dissolution in mercury or cyanide solutions, by melting, or by electrodeposition. The purity of commercial gold is expressed in karats which is the number of parts of gold in 24 parts of the alloy. Today gold is primarily used for monetary systems and for jewelery."
"loc:395066d5-d6f1-469b-bd06-08f12a5ec99a","laid paper","Paper which is characterized by a grid-like variation in thickness apparent in both raking and transmitted light. The grid consists of chain and laid lines. Chain lines are spaced further apart than laid lines. Laid lines are very close together and run perpendicular to the chain lines. True laid paper is hand made, though machine made paper can be given an impression resembling chain and laid lines through use of a dandyroll in manufacturing. The texture of Western papers is created by the closely spaced copper wires of the papermaking mold surface, while the chain lines result from the fine wire stitching that holds the surface flat. The distribution of paper fibers is thinnest where the laid and chain lines intersect."
"loc:a7dbe68a-8dfd-4842-aef7-078c093c2455","ethanol","A clear, colorless, Hygroscopic liquid with a pleasant odor. Ethyl alcohol, or ethanol, is primarily used as a Solvent and as an intoxicating beverage. Ethanol forms a binary Azeotrope with water that boils at 78.15C and contains 95.57% ethanol and 4.43% water. The addition of Benzene allows the mixture to be redistilled without the water. Ethyl alcohol is sold in many grades marked as 95%, absolute (100% or anhydrous), denatured, industrial, or listed as proofs (one-half the proof is the percentage of alcohol). In art and conservation, ethanol has been used as a solvent for Shellac and mastic, as a diluent for fixatives, and as a Wetting agent. When used as a solvent for resins, the ethanol must be dry because any moisture will produce a white haze in the varnish film. "
"loc:88a92c9d-ef3b-40b1-800f-0ec9b03a83a4","ethyl acetate","A colorless, liquid with a pleasant fruity smell. Ethyl acetate is Hygroscopic and slowly decomposes in the presence of water to form acids. Ethyl acetate is primarily used as a Solvent for Cellulose nitrate, paints, varnishes, lacquers, and airplane dopes. It is also used in the manufacture of photographic films, rayon, synthetic leather, perfumes, and flavorings."
"loc:b18016ee-2ad0-492e-8ad3-5c6b73a21318","rice starch paste","Polysaccharide granules that compose about 70% of the rice kernel. Rice starch is separated from the gluten and fibrous particles by sieving then wash flotation. Rice starch is composed of 17% Amylose. Rice starch paste forms a weaker, but more stable, film than wheat starch paste."
"loc:71f754eb-1ddd-4104-a17d-e7ad7fbda06e","paperboard","Board made entirely of paper by whatever means (laminated, pulp, etc.). The term can be used where the boards of a book are completely covered and the means of their manufacture cannot be identified, but where it is clear that they are made of paper."
"loc:bde6be40-b2ec-42b3-82cc-4c681ed881fc","linen thread","The thread usually of linen but also of other fibres used to sew or stitch books."
"loc:881009e9-746c-4878-90bc-e114f873a308","silk thread","A fine, lustrous natural fiber obtained from the catepillar cocoons of silk moths, such as the domesticated Bombyx mori."
"loc:46ab8e0c-0efa-4e39-8ab9-79bd56c8c58d","goat parchment","A fine, white Parchment made from untanned Goatskin. Skins for vellum typically come from newborn or stillborn animals. Vellum is made by cleaning, dehairing, scraping and stretching the skin until a smooth, thin semitransparent page is obtained.  The final smoothing step involves polishing with Pumice or Talc to create a smooth writing surface.  Vellum is also made from Calfskin and Sheepskin"
"loc:9c4129bf-8ef2-4d0d-b9b6-1c900befefe3","handmade Western paper","Handmade papers made in the western style on a paper mould consisting of fine wires, arranged in parallel to create a laid paper or woven into a screen to create a wove paper. In the former the laid lines will be clearly visible on both sides in transmitted light and on the mould-side (i.e. the side of the paper that lay against the mould when the paper was formed) in raking light; they may or may not be so easily visible on the felt side, depending on the thickness and density of the paper. In wove papers, the impression will be more clearly visible on the mould- or wire-side of the paper."
"loc:8880ef0c-aeef-4e1d-8689-cd428bb568ff","chain","The different components which are put together to create chains, including the attachments to both the book and the bookcase."
"loc:b93dc32b-d9fd-4439-a66b-e5dd3d596c51","alum tawed skin","A skin prepared in an aqueous solution of a double salt of aluminium and potassium sulphates."
"loc:04ff4d5a-c298-4d97-af59-cb635604afb8","Acrysol","A registered trademark for a series of acrylic dispersions. An early reference lists Acrysol® resins as solutions of Acryloid® resins (Brady 1971). However, the Acrysol® resins sold currently are milky white emulsions polyacrylic acid mixed with acrylic copolymers or sodium polyacrylate. Neutralization of the emulsion with any basic compound causes it to clarify and thicken. Acrysol® resins are used as thickeners in acrylic paints, coatings, and adhesives as well as fabric sizes. They are also used as emulsifying agents. By themselves, Acrysol® resins dry to a transparent, colorless film that can be slightly brittle and hygroscopic."
"loc:9548f170-aec5-4f93-ae4a-2db51d1d71b3","Butvar resin","A registered trademark for a series Polyvinyl butyral resins. Butvars® were first used as the transparent films in the middle of safety glass. They are designed to be transparent, colorless, UV resistant and nonyellowing. In the oxygen free atmosphere of laminated glass, Butvars® age well, but when exposed to UV light in the presence of oxygen, they tend to crosslink and become insoluble. Butvars® come in a wide range of molecular weights. They are used commercially as adhesives, sealants, inks, and coatings to waterproof textiles and wood."
"loc:da8604c5-47af-4010-838e-a7593b208be7","Ethulose","A cellulose ether with both an ethyl and a hydroxyethyl functional group substitution. Ethylhydroxyethyl cellulose (EHEC) has been produced commercially since 1945. It is available as both an organic soluble polymer (EHEC) and as a water-soluble polymer (Modocoll, Ethulose) The nonionic thermoplastic polymer is a white granular solid that is used as an emulsifier, stabilizer, thickener and film former in many types of solutions such as foods, cosmetics and paints. It is also used in silk-screen inks, rotogravure inks and protective coatings for wood, plastic and paper. EHEC is rarely used in conservation. The organic soluble type EHEC is not stable for long-term use (Feller and Wilt 1990). The water soluble type has at least intermediate stability and warrants further testing (Feller and Wilt 1990)."
"loc:b3adf4d9-7f27-451c-8e7e-956b762a2def","Klucel G","hydroxypropyl cellulose; Klucel® GF"
"loc:909830c8-7070-40bd-8e67-416514511f36","Klucel M","A registered trademark for a series of hydroxypropyl cellulose (HPC) compounds."
"loc:c63b6dff-1653-4bb2-907a-86ba56655ed6","Lascaux 498","A trademark for a thermoplastic acrylic resin composed of a water-based emulsion containing butyl acrylate thickened with methacrylic acid (40% solids). Lascaux Acrylic Adhesive 498 HV can be thinned with water, but once the film is dried it is insoluble in water. The minimum film formation temperature for 498 HV is approximately 5C. A dry film is slightly tacky and can be used as a weak pressure sensitive adhesive or it can be activated to improve adhesion with toluene, alcohol or heat (75C). Lascaux Acrylic Adhesive 498 HV has been used for lining and mounting canvases, paper, wood and plaster."
"loc:e079e8a3-3b30-49a3-979d-37859f5d3fc1","Avanse/Plextol","A registered trademark for a milky white aqueous emulsion of ethylacrylate/methyl methacrylate copolymer. Plextol® B-500 is used as a dispersant, thickening agent and sizing agent in inks, paints, adhesives, textiles and papermaking. It has also been cast as a thin film then used as a heat set adhesive for backing paper."
"loc:4c8d94ad-d82a-4c1e-bd92-b8c349e89167","spot testing","A small local test using water, solvents, or other materials being considered for use in treatment, which are applied in inconspicuous places on the artifact to determine the possible positive or negative effects on the paper, media, adhesives, etc. present in an artifact."
"loc:d1a1d0ce-6ef4-4998-9f26-846c4e27f520","attachment removal","An attachment may be actively affecting the object's condition, e.g., causing staining of paper and bleeding of inks. If so, this active damage may continue despite proper environment, and the attachment should be removed as soon as possible to avoid further damage. Tape that has been fairly recently applied may generally be separated from the paper support with mild solvents (i.e., petroleum benzine). If it is left on and allowed to age, more polar solvents which are potentially dangerous to the object may be necessary for removal."
"loc:1848a116-dadd-4998-92e6-116d6eeba6ba","mold remediation","To maximize the chemical and physical stability of the object during and after remediation technique while minimizing changes in the image, binder, and support from remediation techniques."
"loc:e6bd1262-d5b9-4da1-99ee-fb3102b2fe10","tape removal","The act of removing any material tape with adhesives from an object. Tapes vary from cellophane plastic to fabric and other synthetics, and vary in uses. Removal occurs through various methods, but mainly for the purpose of exhibit, storage, or safety."
"loc:96d08d51-8553-48a5-9fcf-17290dd60b8b","wooden boards","Plank-like wooden boards ranging in thickness from approximately 4 to 20 mm (and occasionally thicker), as opposed to sca'boards which will be found in the range 1 to 3 mm. Thick wooden boards will often be shaped around the edges or across the outer surface and will usually have holes or tunnels drilled in them for the slips of sewing supports and/or endband cores. In the absence of a pre-existing term for these boards, we are describing them simply as wooden boards, and using the term sca'boards to identify the much thinner split boards."
"loc:2787cd6b-cd07-47ee-a0cd-dfb9d841bf65","graphite","Naturally occurring crystalline form of carbon dimorphous with diamond. Graphite has a layered structure that consists of rings of six carbon atoms arranged in widely spaced horizontal sheets, and thus crystallizes in the hexagonal system, in contrast to the same element crystallizing in the octahedral or tetrahedral system as diamond, resulting in very different characteristics in each. Graphite is opaque, soft, greasy to the touch, and iron black to steel gray in color; it occurs as crystals, flakes, scales, veins, bedded masses, or disseminations in metamorphic rocks."
"loc:419818b8-0f71-41ca-ba3d-e3464ebd50e5","chalk","A fine-grained limestone, or soft, earthy form of calcium carbonate; used chiefly in putty, crayons, paint, rubber products, linoleum, and as a pigment and abrasive."
"loc:773e0a72-8045-4b84-b0e5-12094f53558b","calcium hydroxide","Colorless crystal or soft, white, alkaline powder prepared by reacting calcium oxide (lime) with water in a process called slaking. It is used in paints, dehairing hide, medicines, and in conservation for superficial protective treatments thanks to its conversion into calcium carbonate"
"loc:abf341f9-f5b6-432e-afe4-0bf0602a6e8d","water","A liquid made up of molecules of hydrogen and oxygen (HO2). When pure, it is colorless, tasteless, and odorless. It exists in gaseous, liquid, and solid forms; it is liquid at room temperature. It is the liquid of which seas, lakes, and rivers are composed, and which falls as rain. Water is one of the most plentiful and essential of compounds. It is vital to life, participating in virtually every process that occurs in plants and animals. One of its most important properties is its ability to dissolve many other substances. The versatility of water as a solvent is essential to living organisms. The term ""water"" is typically used to refer to the liquid form of this compound; for the solid or gaseous forms, use ""ice"" or ""water vapor."""
"loc:0d84bb4c-2503-4519-b8bd-6679bb5a5e92","gelatin","A water-soluble, tasteless colloidal form of processed collagen obtained from bones, hooves or skins and used as a dispersing agent, sizing medium, adhesive, or coating for photographic films, and stabilizer for foodstuffs and pharmaceutical preparations."
"loc:5c1a66ed-5594-4120-8453-db9a4506a1bd","leather","The skin or hide of an animal that has been tanned to render it resistant to putrefication and relatively soft and flexible when dry."
